"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Google Trust Services (GTS)","GlobalSign","GlobalSign ECC Root CA - R4","GlobalSign ECC Root CA - R4","2a38a41c960a04de42b228a50be8349802","BE:C9:49:11:C2:95:56:76:DB:6C:0A:55:09:86:D7:6E:3B:A0:05:66:7C:44:2C:97:62:B4:FB:B7:73:DE:22:8C","E7:BE:5B:AB:85:BD:4A:F5:54:B3:C2:82:87:CE:F8:85:C9:21:26:33:4C:0F:FC:85:E6:60:74:61:B8:15:F1:62","2012 Nov 13","2038 Jan 19","EC secp256r1","ecdsaWithSHA256","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=825954","NSS 3.17.3","Firefox 36","https://good.gsr4demo.pki.goog/","None","https://pki.goog","Global","https://static.googleusercontent.com/media/pki.goog/en//GTS-CP-1.3.pdf","https://static.googleusercontent.com/media/pki.goog/en//GTS-CPS-1.9.pdf","https://cert.webtrust.org/SealFile?seal=2346&file=pdf","https://cert.webtrust.org/SealFile?seal=2347&file=pdf","","Ernst & Young, LLP","WebTrust","2017.10.31"
"Google Trust Services (GTS)","GlobalSign","GlobalSign Root CA - R2","GlobalSign Root CA - R2","0400000000010f8626e60d","CA:42:DD:41:74:5F:D0:B8:1E:B9:02:36:2C:F9:D8:BF:71:9D:A1:BD:1B:1E:FC:94:6F:5B:4C:99:F4:2C:1B:9E","D3:A1:F6:47:B2:8A:97:4B:31:8E:60:DF:F3:10:C7:6D:76:14:C5:C6:0F:3F:34:CD:0F:75:99:D4:6D:7D:A0:A9","2006 Dec 15","2021 Dec 15","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=367245","NSS 3.11.8","Firefox 2","https://good.gsr2demo.pki.goog/","","https://pki.goog","Global","https://static.googleusercontent.com/media/pki.goog/en//GTS-CP-1.3.pdf","https://static.googleusercontent.com/media/pki.goog/en//GTS-CPS-1.9.pdf","https://cert.webtrust.org/SealFile?seal=2346&file=pdf","https://cert.webtrust.org/SealFile?seal=2347&file=pdf","","Ernst & Young, LLP","WebTrust","2017.10.31"
"Government of Hong Kong (SAR), Hongkong Post, Certizen","Hongkong Post","","Hongkong Post Root CA 1","03e8","F9:E6:7D:33:6C:51:00:2A:C0:54:C6:32:02:2D:66:DD:A2:E7:E3:FF:F1:0A:D0:61:ED:31:D8:BB:B4:10:CF:B2","12:A9:BF:C9:E6:9F:56:C0:C9:9F:97:14:4D:2F:BF:B0:A3:0F:13:5D:4C:18:4F:5C:C3:19:88:DC:30:7A:C0:96","2003 May 15","2023 May 15","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=408949","NSS 3.12.6","Firefox 3.6.2","https://www.hongkongpost.gov.hk/","","http://www.hongkongpost.gov.hk/index.html","Hong Kong (SAR), China","http://www.hongkongpost.gov.hk/product/cps/ecert/index.html","http://www.hongkongpost.gov.hk/product/cps/ecert/index.html","https://cert.webtrust.org/SealFile?seal=2208&file=pdf","http://www.hongkongpost.gov.hk/product/cps/ecert/img/HKPCA_WebTrust_BR_2016-17.pdf","","PwC - PricewaterhouseCoopers International Limited","WebTrust","2017.02.28"
"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)","ACCV","PKIACCV","ACCVRAIZ1","5ec3b7a6437fa4e0","9A:6E:C0:12:E1:A7:DA:9D:BE:34:19:4D:47:8A:D7:C0:DB:18:22:FB:07:1D:F1:29:81:49:6E:D1:04:38:41:13","F3:5C:19:2B:8F:BF:8C:B9:09:D2:AA:5D:AF:98:5C:80:51:62:CC:2B:43:29:A6:BC:07:90:C9:08:6E:F1:70:CC","2011 May 05","2030 Dec 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=811352","NSS 3.15.4","Firefox 27","https://activo.accv.es/test/hola.html","","http://www.pki.gva.es/","Valencia region of Spain","http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/certification-policy/","http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/certification-practice-statement/","https://cert.webtrust.org/SealFile?seal=2299&file=pdf","https://cert.webtrust.org/SealFile?seal=2300&file=pdf","","Auren","WebTrust","2017.07.28"
"Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","FNMT-RCM","AC RAIZ FNMT-RCM","FNMT-RCM - SHA256","5d938d306736c8061d1ac754846907","EB:C5:57:0C:29:01:8C:4D:67:B1:AA:12:7B:AF:12:F7:03:B4:61:1E:BC:17:B7:DA:B5:57:38:94:17:9B:93:FA","1B:3C:F7:B3:32:D6:5B:1E:F5:18:CF:A4:9F:19:B8:54:8A:0A:AA:1B:0F:8C:33:7C:E1:C1:C5:ED:1E:53:6B:F7","2008 Oct 29","2030 Jan 01","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=435736","NSS 3.28.1","Firefox 51","https://www.sede.fnmt.gob.es/","None","http://www.cert.fnmt.es/","Spain","https://www.sede.fnmt.gob.es/documents/10445900/10536309/dgpc_english.pdf","https://www.sede.fnmt.gob.es/documents/10445900/10536309/dgpc_english.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6797UE_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6797UE_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.05.18"
"Government of Taiwan, Government Root Certification Authority (GRCA)","Government Root Certification Authority","","Government Root Certification Authority - Taiwan","1f9d595ad72fc20644a5800869e35ef6","76:00:29:5E:EF:E8:5B:9E:1F:D6:24:DB:76:06:2A:AA:AE:59:81:8A:54:D2:77:4C:D4:C0:B2:C0:11:31:E1:B3","3C:DF:B2:A9:9A:19:FF:B3:29:7B:B6:8C:E9:1B:C6:E1:E8:BD:CA:90:21:34:73:5A:09:31:E7:12:CF:FD:84:1F","2002 Dec 05","2032 Dec 05","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=274106","NSS 3.11.4","Firefox 2","https://www.cp.gov.tw/portal/Clogin.aspx?ReturnHost=www.gov.tw&ReturnUrl=%2fdefault.aspx","","http://grca.nat.gov.tw/01-01.html","Taiwan","http://gca.nat.gov.tw/download/Government_Certification_Authority_Certification_Practice_Statement_V1.8.pdf","http://grca.nat.gov.tw/download/GRCA_CPS_eng_v1.4.pdf","https://cert.webtrust.org/SealFile?seal=2252&file=pdf","https://cert.webtrust.org/SealFile?seal=2253&file=pdf","","KPMG","WebTrust","2017.05.24"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden EV Root CA","0098968d","4D:24:91:41:4C:FE:95:67:46:EC:4C:EF:A6:CF:6F:72:E2:8A:13:29:43:2F:9D:8A:90:7A:C4:CB:5D:AD:C1:5A","E7:DF:DB:85:38:47:52:5B:95:67:37:CD:F2:7C:6B:C6:C2:B8:79:57:60:5E:EE:3D:0C:48:82:05:60:37:6D:0B","2010 Dec 08","2022 Dec 08","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.528.1.1003.1.2.7","https://bugzilla.mozilla.org/show_bug.cgi?id=1016568","NSS 3.18","Firefox 38","https://roottest-ev.pkioverheid.nl/","None","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://www.logius.nl/languages/english/pkioverheid/","https://cps.pkioverheid.nl","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","KPMG","WebTrust","2017.03.03"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden Root CA - G2","0098968c","66:8C:83:94:7D:A6:3B:72:4B:EC:E1:74:3C:31:A0:E6:AE:D0:DB:8E:C5:B3:1B:E3:77:BB:78:4F:91:B6:71:6F","27:9B:F2:08:BF:39:82:B1:B6:7F:94:23:A1:EE:D0:36:60:5A:4C:08:92:08:D9:E8:D3:10:18:39:B0:E1:1B:76","2008 Mar 26","2020 Mar 25","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=436056","NSS 3.12.6","Firefox 3.6.2","https://roottest-g2.pkioverheid.nl/","","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://www.logius.nl/languages/english/pkioverheid/","https://cps.pkioverheid.nl","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","","KPMG","WebTrust","2017.03.03"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden Root CA - G3","0098a239","3C:4F:B0:B9:5A:B8:B3:00:32:F4:32:B8:6F:53:5F:E1:72:C1:85:D0:FD:39:86:58:37:CF:36:18:7F:A6:F4:28","BB:A5:DE:B8:B6:3C:06:54:BC:3D:5D:68:0B:F7:2B:F2:FA:BE:87:A6:D5:3C:E4:EC:73:82:F5:1D:FE:4E:87:90","2013 Nov 14","2028 Nov 13","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1016568","NSS 3.18","Firefox 38","https://roottest-g3.pkioverheid.nl/","None","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://www.logius.nl/languages/english/pkioverheid/","https://cps.pkioverheid.nl","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","https://cert.webtrust.org/SealFile?seal=2204&file=pdf","","KPMG","WebTrust","2017.03.03"
"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)","Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK","Kamu Sertifikasyon Merkezi - Kamu SM","TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1","01","46:ED:C3:68:90:46:D5:3A:45:3F:B3:10:4A:B8:0D:CA:EC:65:8B:26:60:EA:16:29:DD:7E:86:79:90:64:87:16","FC:7E:0F:2A:69:65:CF:D6:EE:CB:49:65:EB:14:C6:F9:98:6B:FC:46:6C:FD:E9:A4:84:3B:7C:BD:83:BF:77:0E","2013 Nov 25","2043 Oct 25","RSA 2048 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1262809","NSS 3.30.2","Firefox 54","https://testssl.kamusm.gov.tr/","*.gov.tr, *.k12.tr, *.pol.tr, *.mil.tr, *.tsk.tr, *.kep.tr,*.bel.tr,*.edu.tr, *.org.tr","http://www.kamusm.gov.tr/","Turkey","http://depo.kamusm.gov.tr/ilke/KamuSM_CPS/KamuSM_CPS_En.pdf","","https://bug1262809.bmoattachments.org/attachment.cgi?id=8937952","https://bug1262809.bmoattachments.org/attachment.cgi?id=8937952","","ICTA/BTK - Turkish Information and Communication Technologies Authority","ETSI TS 102 042","2017.12.08"
"HARICA","Hellenic Academic and Research Institutions Cert. Authority","","Hellenic Academic and Research Institutions ECC RootCA 2015","00","44:B5:45:AA:8A:25:E6:5A:73:CA:15:DC:27:FC:36:D2:4C:1C:B9:95:3A:06:65:39:B1:15:82:DC:48:7B:48:33","A6:7D:FA:33:84:ED:2E:BD:B0:07:AD:5E:6A:9E:9A:D0:CC:73:0E:5E:F0:03:AC:B9:D2:BF:6A:8F:DC:0B:62:CA","2015 Jul 07","2040 Jun 30","EC secp384r1","ecdsaWithSHA256","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1201423","NSS 3.25","Firefox 49","https://www3.harica.gr/","None","http://www.harica.gr/","Greece, Greek Academic and Research Institutions","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","","QMSCERT","ETSI EN 319 411","2017.06.29"
"HARICA","Hellenic Academic and Research Institutions Cert. Authority","","Hellenic Academic and Research Institutions RootCA 2011","00","BC:10:4F:15:A4:8B:E7:09:DC:A5:42:A7:E1:D4:B9:DF:6F:05:45:27:E8:02:EA:A9:2D:59:54:44:25:8A:FE:71","1F:C1:1D:78:38:79:2D:05:CE:76:75:3F:6D:C7:0A:7E:AD:B8:90:B0:B0:3A:AF:45:48:7C:AE:5C:E3:5F:59:C4","2011 Dec 06","2031 Dec 01","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=581901","NSS 3.13.2","Firefox 11","https://www.harica.gr","","http://www.harica.gr/","Greece, Greek Academic and Research Institutions","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","","QMSCERT","ETSI EN 319 411","2017.06.29"
"HARICA","Hellenic Academic and Research Institutions Cert. Authority","","Hellenic Academic and Research Institutions RootCA 2015","00","A0:40:92:9A:02:CE:53:B4:AC:F4:F2:FF:C6:98:1C:E4:49:6F:75:5E:6D:45:FE:0B:2A:69:2B:CD:52:52:3F:36","33:20:D8:C4:A3:7F:DA:AA:85:D4:E2:51:A0:5D:2E:C6:61:C6:87:3A:D4:37:DA:F8:92:60:2E:15:1A:2D:A6:CF","2015 Jul 07","2040 Jun 30","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1201423","NSS 3.25","Firefox 49","https://www2.harica.gr/","None","http://www.harica.gr/","Greece, Greek Academic and Research Institutions","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/CPS-EN.php","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","https://www.harica.gr/documents/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX_290617-7.pdf","","QMSCERT","ETSI EN 319 411","2017.06.29"
"IdenTrust","Digital Signature Trust","DST ACES","DST ACES CA X6","0d5e990ad69db778ecd807563b8615d9","76:7C:95:5A:76:41:2C:89:AF:68:8E:90:A1:C7:0F:55:6C:FD:6B:60:25:DB:EA:10:41:6D:7E:B6:83:1F:8C:40","CC:45:FE:AF:07:79:50:22:D2:72:C4:78:F4:6D:F8:73:2A:E4:A5:0F:E1:86:C3:22:84:95:4C:1F:4E:71:3D:15","2003 Nov 20","2017 Nov 20","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=359069","NSS 3.11.9","Firefox 2","https://sslacesvalid.identrust.com/","","http://www.identrust.com/","USA","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CP_v2.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/ACES_CP_v3.0_20151223.pdf","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CPS_v3.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/IdenTrust_ACES_CPS_v5.1_20161110.pdf","https://cert.webtrust.org/SealFile?seal=2331&file=pdf","https://cert.webtrust.org/SealFile?seal=2334&file=pdf","","Schellman & Company, Inc.","WebTrust","2017.08.31"
"IdenTrust","Digital Signature Trust Co.","","DST Root CA X3","44afb080d6a327ba893039862ef8406b","06:87:26:03:31:A7:24:03:D9:09:F1:05:E6:9B:CF:0D:32:E1:BD:24:93:FF:C6:D9:20:6D:11:BC:D6:77:07:39","5A:40:04:FA:01:EF:95:38:4A:74:FE:E2:29:77:AF:88:E6:2E:0F:E1:3B:63:17:E2:9E:65:86:EC:C0:ED:50:10","2000 Sep 30","2021 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=359069","NSS 3.11.9","Firefox 2","https://www.identrustssl.com/","","http://www.identrust.com/","USA","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CP_v2.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/ACES_CP_v3.0_20151223.pdf","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CPS_v3.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/IdenTrust_ACES_CPS_v5.1_20161110.pdf","https://cert.webtrust.org/SealFile?seal=2331&file=pdf","https://cert.webtrust.org/SealFile?seal=2334&file=pdf","","Schellman & Company, Inc.","WebTrust","2017.08.31"
"IdenTrust","IdenTrust","","IdenTrust Commercial Root CA 1","0a0142800000014523c844b500000002","5D:56:49:9B:E4:D2:E0:8B:CF:CA:D0:8A:3E:38:72:3D:50:50:3B:DE:70:69:48:E4:2F:55:60:30:19:E5:28:AE","89:B8:F1:17:18:82:FB:89:B2:3E:87:79:EA:C2:18:69:AC:06:C6:21:83:61:9A:22:34:0A:C1:4D:8B:E5:8E:EB","2014 Jan 16","2034 Jan 16","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1037590","NSS 3.18","Firefox 38","https://sha2ssl-trustidvalid.identrustssl.com/","None","http://www.identrust.com/","USA","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CP_v2.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/ACES_CP_v3.0_20151223.pdf","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CPS_v3.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/IdenTrust_ACES_CPS_v5.1_20161110.pdf","https://cert.webtrust.org/SealFile?seal=2331&file=pdf","https://cert.webtrust.org/SealFile?seal=2334&file=pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8834046","Schellman & Company, Inc.","WebTrust","2017.08.31"
"IdenTrust","IdenTrust","","IdenTrust Public Sector Root CA 1","0a0142800000014523cf467c00000002","30:D0:89:5A:9A:44:8A:26:20:91:63:55:22:D1:F5:20:10:B5:86:7A:CA:E1:2C:78:EF:95:8F:D4:F4:38:9F:2F","96:1F:12:D7:7D:48:12:E6:F7:6F:CC:1E:57:68:1E:BF:94:A6:41:6F:4B:43:69:9D:CA:0D:91:B7:B7:03:7D:E6","2014 Jan 16","2034 Jan 16","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1037590","NSS 3.18","Firefox 38","https://sha2ssl-acesvalid.identrust.com/","None","http://www.identrust.com/","USA","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CP_v2.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/ACES_CP_v3.0_20151223.pdf","https://secure.identrust.com/certificates/policy/ts/IdenTrust_TrustID_CPS_v3.2_20170412.pdf
https://secure.identrust.com/certificates/policy/aces/IdenTrust_ACES_CPS_v5.1_20161110.pdf","https://cert.webtrust.org/SealFile?seal=2331&file=pdf","https://cert.webtrust.org/SealFile?seal=2334&file=pdf","","Schellman & Company, Inc.","WebTrust","2017.08.31"
"Internet Security Research Group (ISRG)","Internet Security Research Group","","ISRG Root X1","008210cfb0d240e3594463e0bb63828b00","96:BC:EC:06:26:49:76:F3:74:60:77:9A:CF:28:C5:A7:CF:E8:A3:C0:AA:E1:1A:8F:FC:EE:05:C0:BD:DF:08:C6","DA:43:F8:66:04:EB:96:19:89:3C:74:4D:6A:FB:C3:7A:7A:57:A0:FB:A3:84:1E:8D:95:48:8F:5C:79:8B:15:0A","2015 Jun 04","2035 Jun 04","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1204656","NSS 3.26","Firefox 50","https://valid-isrgrootx1.letsencrypt.org/","","https://letsencrypt.org/","Global","https://letsencrypt.org/documents/ISRG-CP-May-5-2016.pdf","https://letsencrypt.org/documents/ISRG-CPS-October-18-2016.pdf","https://cert.webtrust.org/SealFile?seal=2193&file=pdf","https://cert.webtrust.org/SealFile?seal=2194&file=pdf","","Schellman & Company, Inc.","WebTrust","2017.02.07"
"Izenpe S.A.","IZENPE S.A.","","Izenpe.com","00b0b75a16485fbfe1cbf58bd719e67d","25:30:CC:8E:98:32:15:02:BA:D9:6F:9B:1F:BA:1B:09:9E:2D:29:9E:0F:45:48:BB:91:4F:36:3B:C0:D4:53:1F","A2:E4:76:CF:81:D0:72:DA:A4:90:85:0C:46:6C:D4:4A:66:F9:94:CA:38:AE:AC:73:1A:2D:8F:83:85:E9:D0:90","2007 Dec 13","2037 Dec 13","RSA 4096 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.14777.6.1.1, 1.3.6.1.4.1.14777.6.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=361957","NSS 3.12.9","Firefox 4.0","https://test-valid-ev.izenpe.eus","","http://www.izenpe.com","Basque Country, Spain","http://www.izenpe.eus/contenidos/informacion/descarga_certificados/es_url/adjuntos/DOC_P_CPS_v.6.0.pdf","http://www.izenpe.eus/contenidos/informacion/descarga_certificados/es_url/adjuntos/DOC_P_CPS_v.6.0.pdf","http://www.izenpe.eus/contenidos/informacion/auditorias_acreditaciones/en_def/adjuntos/6757_Izenpe_Browser_Attestation_2017.pdf","http://www.izenpe.eus/contenidos/informacion/auditorias_acreditaciones/en_def/adjuntos/6757_Izenpe_Browser_Attestation_2017.pdf","http://www.izenpe.eus/contenidos/informacion/auditorias_acreditaciones/en_def/adjuntos/6757_Izenpe_Browser_Attestation_2017.pdf","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.07.25"
"Krajowa Izba Rozliczeniowa S.A. (KIR)","Krajowa Izba Rozliczeniowa S.A.","","SZAFIR ROOT CA2","3e8a5d07ec55d232d5b7e3b65f01eb2ddce4d6e4","A1:33:9D:33:28:1A:0B:56:E5:57:D3:D3:2B:1C:E7:F9:36:7E:B0:94:BD:5F:A7:2A:7E:50:04:C8:DE:D7:CA:FE","7E:42:4C:7C:6E:B9:2B:46:96:2C:AF:9A:E6:B4:CA:AD:F1:7F:B0:72:83:82:CF:70:1F:7B:6F:BD:ED:B1:3F:DC","2015 Oct 19","2035 Oct 19","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=817994","NSS 3.23","Firefox 46","https://ssl.elektronicznypodpis.pl","None","http://www.kir.com.pl/","Poland","http://elektronicznypodpis.pl/files/doc/certification_policy.pdf","http://www.elektronicznypodpis.pl/files/doc/certification_practice_statement.pdf","https://cert.webtrust.org/SealFile?seal=2239&file=pdf","https://cert.webtrust.org/SealFile?seal=2239&file=pdf","","Ernst & Young, LLP","WebTrust","2017.04.12"
"LuxTrust","LuxTrust S.A.","","LuxTrust Global Root 2","0a7ea6df4b449eda6a24859ee6b815d3167fbbb1","54:45:5F:71:29:C2:0B:14:47:C4:18:F9:97:16:8F:24:C5:8F:C5:02:3B:F5:DA:5B:E2:EB:6E:1D:D8:90:2E:D5","42:FA:18:45:C1:5E:25:40:FB:DC:13:18:C8:1F:F3:20:6C:C4:75:20:D3:A7:61:2F:1A:AC:7C:3A:F7:6D:BF:3D","2015 Mar 05","2035 Mar 05","RSA 4096 bits","sha256WithRSAEncryption","Websites","1.3.171.1.1.10.5.2","https://bugzilla.mozilla.org/show_bug.cgi?id=944783","NSS 3.28.1","Firefox 51","https://ltsslca5.trustme.lu/","None","https://www.luxtrust.lu","Luxembourg","https://www.luxtrust.lu/upload/data/repository/luxtrust_global_root_ca_-_certificate_profiles_v1_24.pdf","https://www.luxtrust.lu/upload/data/repository/luxtrust_global_root_ca_certification_practice_statements_v1_10.pdf","https://www.luxtrust.lu/upload/data/repository/attestation_letter_luxtrust_2017_s.pdf","https://www.luxtrust.lu/upload/data/repository/attestation_letter_luxtrust_2017_s.pdf","https://www.luxtrust.lu/upload/data/repository/attestation_letter_luxtrust_2017_s.pdf","LSTI","ETSI EN 319 411","2017.07.24"
"Microsec Ltd.","Microsec Ltd.","","Microsec e-Szigno Root CA 2009","00c27e43044e473f19","3C:5F:81:FE:A5:FA:B8:2C:64:BF:A2:EA:EC:AF:CD:E8:E0:77:FC:86:20:A7:CA:E5:37:16:3D:F3:6E:DB:F3:78","1F:52:0F:B5:7E:00:CA:3E:0E:F4:CE:07:04:C8:BA:89:34:06:90:66:F8:8D:4F:48:DD:B9:A1:A0:4E:60:BF:56","2009 Jun 16","2029 Dec 30","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=510506","NSS 3.12.8","Firefox 3.6.12","https://pca.e-szigno.hu/","","http://www.e-szigno.hu/?lap=english","Hungary","https://static.e-szigno.hu/docs/hr--fok--ssl--EN--v2.4.pdf","https://static.e-szigno.hu/docs/szsz--fok--ssl--EN--v2.4.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017121401_Browser_Audit_Attestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017121402_Browser_Audit_Attestation_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.12.14"
"NetLock Ltd.","NetLock Kft.","Tanúsítványkiadók (Certification Services)","NetLock Arany (Class Gold) Főtanúsítvány","49412ce40010","6C:61:DA:C3:A2:DE:F0:31:50:6B:E0:36:D2:A6:FE:40:19:94:FB:D1:3D:F9:C8:D4:66:59:92:74:C4:46:EC:98","42:0D:B8:02:4F:84:6B:2F:C1:24:32:44:BE:11:14:BC:96:25:CD:88:E8:8B:9F:16:3E:8D:5F:F7:1E:0E:4A:84","2008 Dec 11","2028 Dec 06","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=480966","NSS 3.12.6","Firefox 3.6.2","https://valid.tanusitvany.hu","","http://www.netlock.hu/USEREN/index.html","Hungary","https://www.netlock.hu/docs/dokumentumok/NL-TSP-for-nonqualified-certificates_EN_20170721.pdf

https://www.netlock.hu/docs/dokumentumok/NL-TSP-for-non-eIDAS-certificates_EN_20170721.pdf","https://www.netlock.hu/docs/dokumentumok/NL-TSPS-for-nonqualified-certificates_EN_20170721.pdf

https://www.netlock.hu/docs/dokumentumok/NL-TSP-for-non-eIDAS-certificates_EN_20170721.pdf","http://www.netlock.hu/docs/dokumentumok/Certificate%20ETSI%20ENG.pdf","http://www.netlock.hu/docs/dokumentumok/Certificate%20ETSI%20ENG.pdf","http://www.netlock.hu/docs/dokumentumok/Certificate%20ETSI%20ENG.pdf","MATRIX Ltd.","ETSI EN 319 411","2017.10.05"
