"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"AC Camerfirma, S.A.","AC Camerfirma SA CIF A82743287","http://www.chambersign.org","Chambers of Commerce Root","00","0C:25:8A:12:A5:67:4A:EF:25:F2:8B:A7:DC:FA:EC:EE:A3:48:E5:41:E6:F5:CC:4E:E6:3B:71:B3:61:60:6A:C3","BC:2F:D9:EA:61:58:1C:B2:2B:B8:59:69:0D:61:43:0E:7D:22:2D:11:19:E8:C4:16:49:B9:B1:D5:56:D4:39:A4","2003 Sep 30","2037 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=261778","","Firefox 1","https://server1ok.camerfirma.com","","http://www.camerfirma.com","Spain","","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_1_EN.pdf","https://cert.webtrust.org/SealFile?seal=2283&file=pdf","https://cert.webtrust.org/SealFile?seal=2284&file=pdf","https://cert.webtrust.org/SealFile?seal=2285&file=pdf","Auren","WebTrust","2017.07.10"
"AC Camerfirma, S.A.","AC Camerfirma S.A.","","Chambers of Commerce Root - 2008","00a3da427ea4b1aeda","06:3E:4A:FA:C4:91:DF:D3:32:F3:08:9B:85:42:E9:46:17:D8:93:D7:FE:94:4E:10:A7:93:7E:E2:9D:96:93:C0","84:9A:D3:27:9D:9B:80:5A:28:83:39:46:8C:41:77:44:AC:1C:E2:75:8A:6E:28:3A:44:66:85:38:4D:5D:6C:D2","2008 Aug 01","2038 Jul 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.17326.10.14.2.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=406968","NSS 3.12.9","Firefox 4.0","https://server3ok.camerfirma.com","","http://www.camerfirma.com","Spain","","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_1_EN.pdf","https://cert.webtrust.org/SealFile?seal=2283&file=pdf","https://cert.webtrust.org/SealFile?seal=2284&file=pdf","https://cert.webtrust.org/SealFile?seal=2285&file=pdf","Auren","WebTrust","2017.07.10"
"AC Camerfirma, S.A.","AC Camerfirma SA CIF A82743287","http://www.chambersign.org","Global Chambersign Root","00","EF:3C:B4:17:FC:8E:BF:6F:97:87:6C:9E:4E:CE:39:DE:1E:A5:FE:64:91:41:D1:02:8B:7D:11:C0:B2:29:8C:ED","F3:3B:D6:DD:C7:57:6A:7A:C9:BB:A4:64:D7:42:5F:26:D5:8F:D2:C5:1A:3A:1F:89:87:8D:52:62:BD:D4:85:E0","2003 Sep 30","2037 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=261778","","Firefox 1","https://server4ok.camerfirma.com","","http://www.camerfirma.com","Spain","","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_1_EN.pdf","https://cert.webtrust.org/SealFile?seal=2283&file=pdf","https://cert.webtrust.org/SealFile?seal=2284&file=pdf","https://cert.webtrust.org/SealFile?seal=2285&file=pdf","Auren","WebTrust","2017.07.10"
"AC Camerfirma, S.A.","AC Camerfirma S.A.","","Global Chambersign Root - 2008","00c9cdd3e9d57d23ce","13:63:35:43:93:34:A7:69:80:16:A0:D3:24:DE:72:28:4E:07:9D:7B:52:20:BB:8F:BD:74:78:16:EE:BE:BA:CA","7D:B0:C6:86:3B:89:16:72:A5:1E:9D:28:B4:26:10:F1:DB:9F:56:51:C8:C8:77:36:B9:37:53:6F:84:53:F9:47","2008 Aug 01","2038 Jul 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.17326.10.8.12.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=406968","NSS 3.12.9","Firefox 4.0","https://server2ok.camerfirma.com","","http://www.camerfirma.com","Spain","","http://docs.camerfirma.com/publico/DocumentosWeb/politicas/CPS_eidas_v_1_2_1_EN.pdf","https://cert.webtrust.org/SealFile?seal=2283&file=pdf","https://cert.webtrust.org/SealFile?seal=2284&file=pdf","https://cert.webtrust.org/SealFile?seal=2285&file=pdf","Auren","WebTrust","2017.07.10"
"Actalis","Actalis S.p.A./03358520967","","Actalis Authentication Root CA","570a119742c4e3cc","55:92:60:84:EC:96:3A:64:B9:6E:2A:BE:01:CE:0B:A8:6A:64:FB:FE:BC:C7:AA:B5:AF:C1:55:B3:7F:D7:60:66","36:25:88:CB:73:6F:FC:A8:E8:CA:1A:48:5F:8D:0F:D3:FE:4A:32:A1:ED:B3:60:6E:71:A5:F2:F7:98:6A:4B:34","2011 Sep 22","2030 Sep 22","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","1.3.159.1.17.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1176188","NSS 3.13.6","Firefox 16","https://ssltest-active.actalis.it/","None","http://www.actalis.it/","Italy","https://www.actalis.it/documenti-en/cps-for-ssl-server-and-code-signing.pdf","https://www.actalis.it/documenti-en/cps-for-ssl-server-and-code-signing.pdf","https://www.actalis.it/documenti-en/actalisca_audit_statement_2017.pdf","https://www.actalis.it/documenti-en/actalisca_audit_statement_2017.pdf","https://www.actalis.it/documenti-en/actalisca_audit_statement_2017.pdf","Bureau Veritas Italia S.p.A.","ETSI EN 319 411","2017.09.04"
"Amazon","Amazon","","Amazon Root CA 1","066c9fcf99bf8c0a39e2f0788a43e696365bca","8E:CD:E6:88:4F:3D:87:B1:12:5B:A3:1A:C3:FC:B1:3D:70:16:DE:7F:57:CC:90:4F:E1:CB:97:C6:AE:98:19:6E","99:D5:D4:66:31:FE:07:C7:04:51:AF:F5:4A:D7:8F:56:A2:FA:84:FE:D8:47:B2:37:F8:D8:1F:84:5F:A8:8D:20","2015 May 26","2038 Jan 17","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","https://good.sca1a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp-1.0.4.pdf","https://www.amazontrust.com/repository/cps-1.0.5.pdf","https://cert.webtrust.org/SealFile?seal=2217&file=pdf","https://cert.webtrust.org/SealFile?seal=2218&file=pdf","https://cert.webtrust.org/SealFile?seal=2219&file=pdf","BDO International Limited","WebTrust","2017.03.28"
"Amazon","Amazon","","Amazon Root CA 2","066c9fd29635869f0a0fe58678f85b26bb8a37","1B:A5:B2:AA:8C:65:40:1A:82:96:01:18:F8:0B:EC:4F:62:30:4D:83:CE:C4:71:3A:19:C3:9C:01:1E:A4:6D:B4","93:29:10:00:1C:D2:4A:7F:1F:48:3C:EF:FF:6D:26:8C:AA:D9:D9:3D:75:20:57:5E:FC:E0:05:7E:11:71:50:5C","2015 May 26","2040 May 26","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","https://good.sca2a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp-1.0.4.pdf","https://www.amazontrust.com/repository/cps-1.0.5.pdf","https://cert.webtrust.org/SealFile?seal=2217&file=pdf","https://cert.webtrust.org/SealFile?seal=2218&file=pdf","https://cert.webtrust.org/SealFile?seal=2219&file=pdf","BDO International Limited","WebTrust","2017.03.28"
"Amazon","Amazon","","Amazon Root CA 3","066c9fd5749736663f3b0b9ad9e89e7603f24a","18:CE:6C:FE:7B:F1:4E:60:B2:E3:47:B8:DF:E8:68:CB:31:D0:2E:BB:3A:DA:27:15:69:F5:03:43:B4:6D:B3:A4","2F:AB:16:B8:43:25:52:96:39:A1:EC:AA:77:2A:39:81:4B:64:56:CA:68:E5:E0:17:E3:F9:A8:78:7E:25:0F:FC","2015 May 26","2040 May 26","EC secp256r1","ecdsaWithSHA256","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","https://good.sca3a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp-1.0.4.pdf","https://www.amazontrust.com/repository/cps-1.0.5.pdf","https://cert.webtrust.org/SealFile?seal=2217&file=pdf","https://cert.webtrust.org/SealFile?seal=2218&file=pdf","https://cert.webtrust.org/SealFile?seal=2219&file=pdf","BDO International Limited","WebTrust","2017.03.28"
"Amazon","Amazon","","Amazon Root CA 4","066c9fd7c1bb104c2943e5717b7b2cc81ac10e","E3:5D:28:41:9E:D0:20:25:CF:A6:90:38:CD:62:39:62:45:8D:A5:C6:95:FB:DE:A3:C2:2B:0B:FB:25:89:70:92","C9:B8:1D:09:BD:1E:2C:0B:56:D7:19:9B:11:2D:A2:B9:A4:A5:9D:E2:D0:86:8B:7D:E7:11:8E:04:FB:93:19:85","2015 May 26","2040 May 26","EC secp384r1","ecdsaWithSHA384","Websites;Email","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.28.1","Firefox 51","https://good.sca4a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp-1.0.4.pdf","https://www.amazontrust.com/repository/cps-1.0.5.pdf","https://cert.webtrust.org/SealFile?seal=2217&file=pdf","https://cert.webtrust.org/SealFile?seal=2218&file=pdf","https://cert.webtrust.org/SealFile?seal=2219&file=pdf","BDO International Limited","WebTrust","2017.03.28"
"Amazon","Starfield Technologies, Inc.","","Starfield Services Root Certificate Authority - G2","00","56:8D:69:05:A2:C8:87:08:A4:B3:02:51:90:ED:CF:ED:B1:97:4A:60:6A:13:C6:E5:29:0F:CB:2A:E6:3E:DA:B5","34:55:A4:C6:FB:EC:86:F4:F0:2B:35:A3:7B:5E:6C:F7:4C:35:AC:AC:1F:7A:A3:A0:56:BE:6E:65:6C:A1:7A:06","2009 Sep 01","2037 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1172401","NSS 3.12.10","Firefox 6.0","https://good.sca0a.amazontrust.com/","None","https://www.amazontrust.com/","USA, Global","https://www.amazontrust.com/repository/cp-1.0.4.pdf","https://www.amazontrust.com/repository/cps-1.0.5.pdf","https://cert.webtrust.org/SealFile?seal=2217&file=pdf","https://cert.webtrust.org/SealFile?seal=2218&file=pdf","https://cert.webtrust.org/SealFile?seal=2219&file=pdf","BDO International Limited","WebTrust","2017.03.28"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Sp. z o.o.","","Certum CA","010020","D8:E0:FE:BC:1D:B2:E3:8D:00:94:0F:37:D2:7D:41:34:4D:99:3E:73:4B:99:D5:65:6D:97:78:D4:D8:14:36:24","AA:63:15:C8:D0:FE:B5:3C:54:92:B7:50:F0:E4:80:84:0F:DD:33:F2:DE:EE:4B:03:D5:45:8C:B5:C0:7F:E8:DA","2002 Jun 11","2027 Jun 11","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=167572","NSS 3.9.3","Firefox 1","https://valid-certum-ca.certificates.certum.pl","","http://www.certum.eu/","Poland","http://certum.eu/certum/cert,expertise_certyfication_policy.xml","http://certum.eu/certum/cert,expertise_practice_statement.xml","https://cert.webtrust.org/SealFile?seal=2301&file=pdf","https://cert.webtrust.org/SealFile?seal=2298&file=pdf","","Ernst & Young, LLP","WebTrust","2017.07.05"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Technologies S.A.","Certum Certification Authority","Certum Trusted Network CA","0444c0","5C:58:46:8D:55:F5:8E:49:7E:74:39:82:D2:B5:00:10:B6:D1:65:37:4A:CF:83:A7:D4:A3:2D:B7:68:C4:40:8E","99:99:7F:52:9F:36:18:B4:AF:9C:33:CA:FF:D9:28:2E:D7:E2:2C:D4:53:79:E3:C8:28:ED:AC:4D:04:C1:69:ED","2008 Oct 22","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","1.2.616.1.113527.2.5.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=532377","NSS 3.12.10","Firefox 6.0","https://valid-certum-ctnca.certificates.certum.pl","","http://www.certum.eu/","Poland","http://certum.eu/certum/cert,expertise_certyfication_policy.xml","http://certum.eu/certum/cert,expertise_practice_statement.xml","https://cert.webtrust.org/SealFile?seal=2301&file=pdf","https://cert.webtrust.org/SealFile?seal=2298&file=pdf","https://cert.webtrust.org/SealFile?seal=2296&file=pdf","Ernst & Young, LLP","WebTrust","2017.07.05"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Unizeto Technologies S.A.","Certum Certification Authority","Certum Trusted Network CA 2","21d6d04a4f250fc93237fcaa5e128de9","B6:76:F2:ED:DA:E8:77:5C:D3:6C:B0:F6:3C:D1:D4:60:39:61:F4:9E:62:65:BA:01:3A:2F:03:07:B6:D0:B8:04","B0:43:D1:B4:FD:46:F2:B8:7E:32:30:8B:B7:07:CC:70:B2:AE:EC:7D:72:D0:79:AF:E5:45:BC:A0:5D:03:CB:BF","2011 Oct 06","2046 Oct 06","RSA 4096 bits","sha512WithRSAEncryption","Websites;Email","1.2.616.1.113527.2.5.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=999378","NSS 3.23","Firefox 46","https://valid-certum-ctnca2.certificates.certum.pl/","None","http://www.certum.eu/","Poland","http://certum.eu/certum/cert,expertise_certyfication_policy.xml","http://certum.eu/certum/cert,expertise_practice_statement.xml","https://cert.webtrust.org/SealFile?seal=2301&file=pdf","https://cert.webtrust.org/SealFile?seal=2298&file=pdf","https://cert.webtrust.org/SealFile?seal=2296&file=pdf","Ernst & Young, LLP","WebTrust","2017.07.05"
"Atos","Atos","","Atos TrustedRoot 2011","5c33cb622c5fb332","F3:56:BE:A2:44:B7:A9:1E:B3:5D:53:CA:9A:D7:86:4A:CE:01:8E:2D:35:D5:F8:F9:6D:DF:68:A6:F4:1A:A4:74","2F:9C:F0:C4:A9:6C:F9:1B:C2:C0:2E:7C:93:14:AD:E0:3B:B5:EF:EA:98:9F:FC:23:3A:BD:F9:AA:B7:83:73:62","2011 Jul 07","2030 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=711366","NSS 3.16","Firefox 29","https://pki-valid.atos.net","","https://pki.atos.net/TrustedRoot/","Germany, Europe","https://pki.atos.net/trustcenter/documents/AtosTrustedCACPS.pdf","https://pki.atos.net/trustcenter/documents/AtosTrustedCACPS.pdf","https://www.mydqs.com/kunden/kundendatenbank.html?aoemydqs%5BrequestId%5D=europev2-DQS-00DCD7AE71E211E7B653005056A04F41-_v2&aoemydqs%5BdownloadKey%5D=91bdb1288df96a7e719d7ebcad82dc822d5b1a65&aoemydqs%5Baction%5D=downloadDocument&cHash=f4c93332780df1788265","https://www.mydqs.com/kunden/kundendatenbank.html?aoemydqs%5BrequestId%5D=europev2-DQS-00DCD7AE71E211E7B653005056A04F41-_v2&aoemydqs%5BdownloadKey%5D=91bdb1288df96a7e719d7ebcad82dc822d5b1a65&aoemydqs%5Baction%5D=downloadDocument&cHash=f4c93332780df1788265","","DQS CFS GmbH Deutsche Gesellschaft für Nachhaltigkeit","ETSI TS 102 042","2017.06.14"
"Autoridad de Certificacion Firmaprofesional","","","Autoridad de Certificacion Firmaprofesional CIF A62634068","53ec3beefbb2485f","04:04:80:28:BF:1F:28:64:D4:8F:9A:D4:D8:32:94:36:6A:82:88:56:55:3F:3B:14:30:3F:90:14:7F:5D:40:EF","B5:DA:FF:A4:76:60:10:AC:16:93:04:4A:FF:78:0C:95:4B:C7:1D:BE:5A:BB:16:E3:AD:A0:DC:C6:C7:FE:55:0F","2009 May 20","2030 Dec 31","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.13177.10.1.3.10","https://bugzilla.mozilla.org/show_bug.cgi?id=521439","NSS 3.12.9","Firefox 4.0","https://testssl.firmaprofesional.com","","http://www.firmaprofesional.com/","Spain","https://www.firmaprofesional.com/images/pdfs/CPS/FP_CP_Servidor_Web_SSL-171121-EN.pdf","https://www.firmaprofesional.com/images/pdfs/CPS/FP_CPS-171121-EN.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8938787","https://bugzilla.mozilla.org/attachment.cgi?id=8938789","https://bugzilla.mozilla.org/attachment.cgi?id=8938791","Auren","WebTrust","2017.12.20"
"Buypass","Buypass AS-983163327","","Buypass Class 2 Root CA","02","9A:11:40:25:19:7C:5B:B9:5D:94:E6:3D:55:CD:43:79:08:47:B6:46:B2:3C:DF:11:AD:A4:A0:0E:FF:15:FB:48","48:7C:B5:8F:08:ED:93:A8:8A:F1:4B:84:0D:5C:19:BE:96:9C:6C:5D:9E:08:69:18:00:32:7A:C2:AD:DA:2C:8D","2010 Oct 26","2040 Oct 26","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=685128","NSS 3.13.6","Firefox 16","https://valid.business.ca22.ssl.buypass.no","","http://www.buypass.no/","Norway, Europe","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.com/home/support/ca-documentation-legal","https://www.buypass.com/about-buypass/licences-and-certifications/_attachment/41922?_download=true&_ts=15b57e1c6d0","https://www.buypass.com/about-buypass/licences-and-certifications/_attachment/41922?_download=true&_ts=15b57e1c6d0","","BSI","ETSI EN 319 411","2017.03.27"
"Buypass","Buypass AS-983163327","","Buypass Class 3 Root CA","02","ED:F7:EB:BC:A2:7A:2A:38:4D:38:7B:7D:40:10:C6:66:E2:ED:B4:84:3E:4C:29:B4:AE:1D:5B:93:32:E6:B2:4D","7B:FE:75:BC:2F:58:1D:01:7F:20:CA:F3:3D:51:3E:C1:07:19:8A:59:5B:2C:82:AA:1B:89:F0:DA:C5:19:07:82","2010 Oct 26","2040 Oct 26","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.578.1.26.1.3.3","https://bugzilla.mozilla.org/show_bug.cgi?id=685128","NSS 3.13.6","Firefox 16","https://valid.evident.ca23.ssl.buypass.no","","http://www.buypass.no/","Norway, Europe","http://www.buypass.com/home/support/ca-documentation-legal","http://www.buypass.com/home/support/ca-documentation-legal","https://www.buypass.com/about-buypass/licences-and-certifications/_attachment/41922?_download=true&_ts=15b57e1c6d0","https://www.buypass.com/about-buypass/licences-and-certifications/_attachment/41922?_download=true&_ts=15b57e1c6d0","https://www.buypass.com/about-buypass/licences-and-certifications/_attachment/41922?_download=true&_ts=15b57e1c6d0","BSI","ETSI EN 319 411","2017.03.27"
"Certicámara","Sociedad Cameral de Certificación Digital - Certicámara S.A.","","AC Raíz Certicámara S.A.","077e52937be015e357f0698ccbec0c","A6:C5:1E:0D:A5:CA:0A:93:09:D2:E4:C0:E4:0C:2A:F9:10:7A:AE:82:03:85:7F:E1:98:E3:E7:69:E3:43:08:5C","22:65:A8:72:13:4D:2A:AC:CA:1C:EE:04:50:00:F7:53:56:F3:83:26:D5:A1:C8:BC:70:BC:AF:58:98:3D:B6:B9","2006 Nov 27","2030 Apr 02","RSA 4096 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=401262","NSS 3.12.4","Firefox 3.5","","","http://www.certicamara.com","Colombia and Andean Regions","https://web.certicamara.com/media/215037/dpc-certificados-de-firma-digital.pdf","https://web.certicamara.com/media/215037/dpc-certificados-de-firma-digital.pdf","https://cert.webtrust.org/SealFile?seal=2333&file=pdf","","","Audit Trust","WebTrust","2017.08.09"
"Certinomis / Docapost","Certinomis","0002 433998903","Certinomis - Root CA","01","2A:99:F5:BC:11:74:B7:3C:BB:1D:62:08:84:E0:1C:34:E5:1C:CB:39:78:DA:12:5F:0E:33:26:88:83:BF:41:58","BD:32:4D:05:2D:88:E1:51:21:ED:71:A6:F9:DA:92:21:A9:85:C1:31:44:E2:14:DC:7D:89:B5:4E:47:21:CE:65","2013 Oct 21","2033 Oct 21","RSA 4096 bits","sha256WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=937589","NSS 3.19.3","Firefox 42","https://ccadb-valid.certinomis.com","None","http://www.certinomis.fr","France","https://www.certinomis.fr/documents-et-liens/nos-politiques","https://www.certinomis.fr/documents-et-liens/nos-politiques","https://bug937589.bmoattachments.org/attachment.cgi?id=8898169","https://bug937589.bmoattachments.org/attachment.cgi?id=8898169","","LSTI","ETSI EN 319 411","2017.07.24"
"certSIGN","certSIGN","certSIGN ROOT CA","certSIGN ROOT CA","200605167002","EA:A9:62:C4:FA:4A:6B:AF:EB:E4:15:19:6D:35:1C:CD:88:8D:4F:53:F3:FA:8A:E6:D7:C4:66:A9:4E:60:42:BB","80:32:07:09:30:30:E6:DA:4E:AF:69:96:9E:DD:5A:4F:9B:2A:46:85:B4:97:A2:83:BC:4A:EE:BC:A2:A0:43:61","2006 Jul 04","2031 Jul 04","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=470756","NSS 3.12.5","Firefox 3.6","https://www.certsign.ro/cgi-bin/pubra/pubra/get_cert","","http://www.certsign.ro/certsign_en/","Romania","https://www.certsign.ro/certsign_en/files/certSIGN_CP_EN_v1.5.pdf","https://www.certsign.ro/certsign_en/files/certSIGN_CPS_EN_v1.13.pdf","https://www.certsign.ro/certsign_en/files/certSIGN_Webtrust_CA_8.02.2017.pdf","https://www.certsign.ro/certsign_en/files/certSIGN_Webtrust_CA_8.02.2017.pdf","","Ernst & Young, LLP","WebTrust","2017.02.08"
"China Financial Certification Authority (CFCA)","China Financial Certification Authority","","CFCA EV ROOT","184accd6","5C:C3:D7:8E:4E:1D:5E:45:54:7A:04:E6:87:3E:64:F9:0C:F9:53:6D:1C:CC:2E:F8:00:F3:55:C4:C5:FD:70:FD","5C:BE:24:54:23:AC:EB:A4:45:0A:3A:DB:75:2B:E0:26:49:E2:34:6E:D6:9E:C3:CF:3B:DC:CB:63:C3:E9:87:90","2012 Aug 08","2029 Dec 31","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.16.156.112554.3","https://bugzilla.mozilla.org/show_bug.cgi?id=926029","NSS 3.18","Firefox 38","https://www.anxinsign.com/Web/login/login.jsp","None","http://www.cfca.com.cn/","China","http://www.cfca.com.cn/upload/CertificationPracticeStatementOfCFCAGlobal-TrustSystemENG.pdf","http://www.cfca.com.cn/upload/CertificationPracticeStatementOfCFCAGlobal-TrustSystemENG.pdf","https://cert.webtrust.org/SealFile?seal=2362&file=pdf","https://cert.webtrust.org/SealFile?seal=2363&file=pdf","https://cert.webtrust.org/SealFile?seal=2364&file=pdf","PwC - PricewaterhouseCoopers International Limited","WebTrust","2017.11.10"
"Chunghwa Telecom","Chunghwa Telecom Co., Ltd.","ePKI Root Certification Authority","Chunghwa Telecom Co., Ltd. - ePKI Root Certification Authority","15c8bd65475cafb897005ee406d2bc9d","C0:A6:F4:DC:63:A2:4B:FD:CF:54:EF:2A:6A:08:2A:0A:72:DE:35:80:3E:2F:F5:FF:52:7A:E5:D8:72:06:DF:D5","5F:73:14:B8:C3:4C:19:32:B5:A4:14:A2:44:94:60:6B:F7:60:65:4A:7F:11:56:2B:A2:84:5E:81:AD:19:A9:D0","2004 Dec 20","2034 Dec 20","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=448794","NSS 3.12.5","Firefox 3.6","https://ev.hinet.net","","http://www.cht.com.tw","Taiwan","http://eca.hinet.net/download/ePKI_CP_v1.4_final(Eng).pdf","https://eca.hinet.net/en/repository_a.htm","https://cert.webtrust.org/SealFile?seal=2306&file=pdf","https://cert.webtrust.org/SealFile?seal=2307&file=pdf","https://cert.webtrust.org/SealFile?seal=2279&file=pdf","SunRise CPAs / DFK International","WebTrust","2017.08.24"
"Comodo","Comodo CA Limited","","AAA Certificate Services","01","D7:A7:A0:FB:5D:7E:27:31:D7:71:E9:48:4E:BC:DE:F7:1D:5F:0C:3E:0A:29:48:78:2B:C8:3E:E0:EA:69:9E:F4","42:16:F9:20:B2:A8:1E:C8:F8:9B:CC:D9:31:95:B5:CC:05:A6:A1:21:E2:69:31:0B:FF:0A:37:72:2F:13:C5:53","2004 Jan 01","2028 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=249710","","Firefox 1","https://aaacertificateservices.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","AddTrust AB","AddTrust TTP Network","AddTrust Class 1 CA Root","01","8C:72:09:27:9A:C0:4E:27:5E:16:D0:7F:D3:B7:75:E8:01:54:B5:96:80:46:E3:1F:52:DD:25:76:63:24:E9:A7","5A:44:C7:5E:49:7A:90:0C:A7:95:D6:36:46:7D:15:EB:57:25:73:93:99:1C:33:FA:19:2B:01:F3:68:C1:78:35","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","legacy","","Firefox 1","","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","","","Ernst & Young, LLP","WebTrust","2017.06.02"
"Comodo","AddTrust AB","AddTrust External TTP Network","AddTrust External CA Root","01","68:7F:A4:51:38:22:78:FF:F0:C8:B1:1F:8D:43:D5:76:67:1C:6E:B2:BC:EA:B4:13:FB:83:D9:65:D0:6D:2F:F2","AA:5B:F9:BB:F9:BC:52:C0:19:19:5B:06:4A:60:7E:72:61:76:9F:09:9E:75:89:F9:92:93:C2:D3:79:9B:C0:C7","2000 May 30","2020 May 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.6449.1.2.1.5.1","legacy","","Firefox 1","https://addtrustexternalcaroot-ev.comodoca.com/","","http://www.comodo.com/","USA, UK, Global","https://www.comodo.com/about/comodo-agreements.php","https://www.comodo.com/about/comodo-agreements.php","https://cert.webtrust.org/SealFile?seal=2270&file=pdf","https://cert.webtrust.org/SealFile?seal=2274&file=pdf","https://cert.webtrust.org/SealFile?seal=2272&file=pdf","Ernst & Young, LLP","WebTrust","2017.06.02"
